login,Total number of Repo activities,Unique number of Repo activities,Total number of PR activities,Unique number of PR activities,Total number of Issue activities,Unique number of Issue activities,Total number of Commit activities,Unique number of Commit activities,Number of following,Number of followers,Median Creation Time of the first activities,Text similarity,Text similarity of Comments Before Bot,Account tag,Account name,Account bio,Account login,Median Activity per Day,Cosine similarity,Cosine similarity of Comments Before Bot,Average Cosine similarity,Average Cosine similarity of Comments Before Bot,Average Text similarity,Average Text similarity of Comments Before Bot,Text similarity of Commit Messages,Cosine similarity of Commit Messages,Average Cosine similarity of Commit Messages,Average Text similarity of Commit Messages,Type,Data_Source
allthings-bot,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Bot,Issues/PRs
MagicMirrorBot,0,0,0,0,17,1,0,0,0,0,0.05,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Bot,Issues/PRs
foxbot,2,2,9,1,11,2,37,1,68,10,8599.983333,52,85,0,0,0,1,0,0.055363078,0,0.097883801,0.053657572,82.2,91.33333333,0,0,0,0,Human,Issues/PRs
vis-bot,30,2,0,0,94,1,82,1,1,0,2368.891667,0,64,0,1,0,1,5,1,0.067884423,0.982613609,0.067884423,0.939869281,64,17,0.833333333,0.833333333,17.27905255,Bot,Issues/PRs
dingwilsonbot,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Bot,Issues/PRs
vitobotta,11,4,2,1,96,3,22,1,62,15,0,241,226,0,0,0,0,0,0.231325973,0.214516113,0.254275544,0.224708023,353.0389294,401.2007299,9,0,0,10.66906475,Human,Issues/PRs
reakit-bot,0,0,0,0,47,1,0,0,0,0,0.333333333,19,341,0,0,0,1,0,0.909090909,0.409969707,0.72645067,0.484383323,99.29787234,524.1247357,0,0,0,0,Bot,Issues/PRs
ticobotbot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bot,Issues/PRs
optibot,22,2,5,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bot,Issues/PRs
nemobot,0,0,0,0,0,0,5,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Bot,Issues/PRs
KittyBot,0,0,0,0,0,0,0,0,38,39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
TheAIBot,14,4,49,3,36,3,141,1,1,0,15871.03333,452,0,0,0,0,1,1,0.141568813,0,0.226978552,0,407.6666667,0,26,0,0.041450358,33.26982875,Human,Issues/PRs
BoTime,23,2,0,0,0,0,5,1,7,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
Orbots,3,1,14,2,1,1,22,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.440204389,0.338501645,26.55670103,Human,Issues/PRs
bens-danger-bot,0,0,0,0,2,1,0,0,0,0,0.166666667,17,0,0,1,0,1,0,0.991803279,0,0.991803279,0,17,0,0,0,0,0,Bot,Issues/PRs
webhookbotuser,0,0,0,0,74,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Bot,Issues/PRs
iobotis,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
saibotsivad,75,5,12,4,24,3,66,2,51,32,0,112.5,281,0,0,0,0,0,0.056161063,0.331981063,0.069736792,0.331981063,125.25,281,20,0,0,18.52380952,Human,Issues/PRs
mstalbot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
runnabot,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bot,Issues/PRs
concourse-bot,36,2,0,0,0,0,26,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0.947368421,0.947368421,2.928571429,Bot,Issues/PRs
thumbot,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bot,Issues/PRs
mention-bot,0,0,0,0,0,0,0,0,22,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Bot,Issues/PRs
jrbotros,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
botev,1,1,1,1,3,1,7,1,21,0,232.1833333,228.5,286,0,0,0,0,0,0.229871632,0.12529036,0.26353067,0.152027183,396.3928571,212.0666667,0,0,0,0,Human,Issues/PRs
adrianbota,3,2,0,0,0,0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,Human,Issues/PRs
algoliareadmebot,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Bot,Issues/PRs
dawsbot,43,5,6,2,10,2,35,1,234,143,0,204.5,139.5,0,0,0,1,0,0.274965076,0,0.279480629,0.035466345,182.5714286,123,13,0,0.073240019,19.81730769,Human,Issues/PRs
rktbot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Bot,Issues/PRs
hpcugentbot,0,0,0,0,3,1,4,1,0,0,0.004166667,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,Bot,Issues/PRs
salesforce-ux-bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Bot,Issues/PRs
helpfulrobot,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Bot,Issues/PRs
mikechabot,38,3,1,1,12,3,42,1,40,33,2427.991667,158.5,0,0,1,0,1,0,0.181769763,0,0.217308054,0,151.8333333,0,8,0,0.207564487,10.52238806,Human,Issues/PRs
xamarin-cla-bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bot,Issues/PRs
amitaekbote,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
issue-bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Bot,Issues/PRs
cristina0botez,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
tibotiber,6,2,2,2,7,2,4,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,Human,Issues/PRs
dpebot,6,1,41,1,0,0,253,1,58,0,0,0,0,0,1,0,1,22,0,0,0,0,0,0,0,0.75,0.75,0.470588235,Bot,Issues/PRs
IssueHuntBot,0,0,0,0,14,1,0,0,9,0,3066.983333,97,147,0,1,0,1,0,0.770306973,0.101273937,0.825448855,0.133717661,93.59259259,220.5714286,0,0,0,0,Bot,Issues/PRs
austbot,5,2,0,0,4,2,0,0,33,2,0,8,0,0,0,0,1,0,0.25819889,0,0.25819889,0,8,0,7,0,0.333333333,4.666666667,Human,Issues/PRs
PerBothner,0,0,0,0,15,1,91,1,21,0,30.39166667,186,221,0,0,0,0,0,0.248929151,0.112698512,0.262618442,0.151052463,191.3174603,416,24,0,0.049787403,32.47722598,Human,Issues/PRs
cbothner,2,2,2,2,0,0,6,1,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.730296743,0.543955459,29.62121212,Human,Issues/PRs
eslintbot,48,2,0,0,0,0,167,1,9,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Bot,Issues/PRs
ParthBarot-BoTreeConsulting,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
frankandrobot,0,0,0,0,5,2,0,0,18,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
nativescript-vue-bot,0,0,0,0,14,1,0,0,2,0,0.091666667,122,176.5,0,1,0,1,0,0.487687776,0.175489162,0.737275782,0.200867694,62.56410256,691,0,0,0,0,Bot,Issues/PRs
ztalbot2000,11,4,0,0,76,2,18,1,4,2,52.04166667,762.5,503.5,0,1,0,0,0,0.501969461,0.209992811,0.487791465,0.247977907,762.8113497,566.9461756,31,0,0.075653804,30.68965517,Human,Issues/PRs
brokenbot,1,1,0,0,0,0,3,1,2,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,Human,Issues/PRs
charliesbot,19,3,2,2,10,3,33,1,46,34,0,92,80,0,0,0,1,0,0.15,0.083624201,0.162707422,0.083624201,110,80,0,0,0,0,Human,Issues/PRs
pantheon-ci-bot,110,2,119,2,31,1,40,2,1,0,3.316666667,6,0,0,1,0,1,4,0.921052632,0,0.914657612,0,6.858064516,0,0,0,0,0,Bot,Issues/PRs
wootsbot,162,5,58,3,7,2,31,1,27,43,3990.125,88,73,0,0,0,1,1,0.153896753,0.229786258,0.187066929,0.229786258,86.14285714,73,0,0,0,0,Human,Issues/PRs
glide-copybara-robot,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bot,Issues/PRs
UberOpenSourceBot,40,2,50,2,74,1,50,1,0,0,0.008333333,1,171,0,0,0,1,0,0.954545455,0.363005702,0.89350742,0.524452523,9.737588652,123.0195081,3,0.888888889,0.799864343,15.85620915,Bot,Issues/PRs
